condition_id,condition_label,question_pair_id,question_family,product_model,en_chunk_precision@5,id_chunk_precision@5,id_minus_en_chunk_precision@5,en_chunk_success@5,id_chunk_success@5,id_minus_en_chunk_success@5,en_gold_block_recall@5,id_gold_block_recall@5,id_minus_en_gold_block_recall@5,en_chunk_ndcg@5,id_chunk_ndcg@5,id_minus_en_chunk_ndcg@5,both_language_success@5,language_disagreement@5,en_chunk_precision@10,id_chunk_precision@10,id_minus_en_chunk_precision@10,en_chunk_success@10,id_chunk_success@10,id_minus_en_chunk_success@10,en_gold_block_recall@10,id_gold_block_recall@10,id_minus_en_gold_block_recall@10,en_chunk_ndcg@10,id_chunk_ndcg@10,id_minus_en_chunk_ndcg@10,both_language_success@10,language_disagreement@10,en_chunk_precision@15,id_chunk_precision@15,id_minus_en_chunk_precision@15,en_chunk_success@15,id_chunk_success@15,id_minus_en_chunk_success@15,en_gold_block_recall@15,id_gold_block_recall@15,id_minus_en_gold_block_recall@15,en_chunk_ndcg@15,id_chunk_ndcg@15,id_minus_en_chunk_ndcg@15,both_language_success@15,language_disagreement@15,en_chunk_precision@20,id_chunk_precision@20,id_minus_en_chunk_precision@20,en_chunk_success@20,id_chunk_success@20,id_minus_en_chunk_success@20,en_gold_block_recall@20,id_gold_block_recall@20,id_minus_en_gold_block_recall@20,en_chunk_ndcg@20,id_chunk_ndcg@20,id_minus_en_chunk_ndcg@20,both_language_success@20,language_disagreement@20,en_chunk_precision@25,id_chunk_precision@25,id_minus_en_chunk_precision@25,en_chunk_success@25,id_chunk_success@25,id_minus_en_chunk_success@25,en_gold_block_recall@25,id_gold_block_recall@25,id_minus_en_gold_block_recall@25,en_chunk_ndcg@25,id_chunk_ndcg@25,id_minus_en_chunk_ndcg@25,both_language_success@25,language_disagreement@25,en_chunk_precision@30,id_chunk_precision@30,id_minus_en_chunk_precision@30,en_chunk_success@30,id_chunk_success@30,id_minus_en_chunk_success@30,en_gold_block_recall@30,id_gold_block_recall@30,id_minus_en_gold_block_recall@30,en_chunk_ndcg@30,id_chunk_ndcg@30,id_minus_en_chunk_ndcg@30,both_language_success@30,language_disagreement@30,en_chunk_precision@35,id_chunk_precision@35,id_minus_en_chunk_precision@35,en_chunk_success@35,id_chunk_success@35,id_minus_en_chunk_success@35,en_gold_block_recall@35,id_gold_block_recall@35,id_minus_en_gold_block_recall@35,en_chunk_ndcg@35,id_chunk_ndcg@35,id_minus_en_chunk_ndcg@35,both_language_success@35,language_disagreement@35,en_chunk_precision@40,id_chunk_precision@40,id_minus_en_chunk_precision@40,en_chunk_success@40,id_chunk_success@40,id_minus_en_chunk_success@40,en_gold_block_recall@40,id_gold_block_recall@40,id_minus_en_gold_block_recall@40,en_chunk_ndcg@40,id_chunk_ndcg@40,id_minus_en_chunk_ndcg@40,both_language_success@40,language_disagreement@40,en_chunk_precision@45,id_chunk_precision@45,id_minus_en_chunk_precision@45,en_chunk_success@45,id_chunk_success@45,id_minus_en_chunk_success@45,en_gold_block_recall@45,id_gold_block_recall@45,id_minus_en_gold_block_recall@45,en_chunk_ndcg@45,id_chunk_ndcg@45,id_minus_en_chunk_ndcg@45,both_language_success@45,language_disagreement@45,en_chunk_precision@50,id_chunk_precision@50,id_minus_en_chunk_precision@50,en_chunk_success@50,id_chunk_success@50,id_minus_en_chunk_success@50,en_gold_block_recall@50,id_gold_block_recall@50,id_minus_en_gold_block_recall@50,en_chunk_ndcg@50,id_chunk_ndcg@50,id_minus_en_chunk_ndcg@50,both_language_success@50,language_disagreement@50,en_chunk_precision@55,id_chunk_precision@55,id_minus_en_chunk_precision@55,en_chunk_success@55,id_chunk_success@55,id_minus_en_chunk_success@55,en_gold_block_recall@55,id_gold_block_recall@55,id_minus_en_gold_block_recall@55,en_chunk_ndcg@55,id_chunk_ndcg@55,id_minus_en_chunk_ndcg@55,both_language_success@55,language_disagreement@55,en_chunk_precision@60,id_chunk_precision@60,id_minus_en_chunk_precision@60,en_chunk_success@60,id_chunk_success@60,id_minus_en_chunk_success@60,en_gold_block_recall@60,id_gold_block_recall@60,id_minus_en_gold_block_recall@60,en_chunk_ndcg@60,id_chunk_ndcg@60,id_minus_en_chunk_ndcg@60,both_language_success@60,language_disagreement@60
baseline-generic-hybrid,Hybrid baseline,Q-001,facts_specifications,CM2000,0.2,0.2,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.43067655807339306,-0.5693234419266069,1,0,0.1,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.43067655807339306,-0.5693234419266069,1,0,0.06666666666666667,0.06666666666666667,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.43067655807339306,-0.5693234419266069,1,0,0.05,0.05,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.43067655807339306,-0.5693234419266069,1,0,0.04,0.04,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.43067655807339306,-0.5693234419266069,1,0,0.03333333333333333,0.03333333333333333,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.43067655807339306,-0.5693234419266069,1,0,0.02857142857142857,0.02857142857142857,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.43067655807339306,-0.5693234419266069,1,0,0.025,0.025,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.43067655807339306,-0.5693234419266069,1,0,0.022222222222222223,0.022222222222222223,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.43067655807339306,-0.5693234419266069,1,0,0.02,0.02,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.43067655807339306,-0.5693234419266069,1,0,0.01818181818181818,0.01818181818181818,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.43067655807339306,-0.5693234419266069,1,0,0.016666666666666666,0.016666666666666666,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.43067655807339306,-0.5693234419266069,1,0
baseline-generic-hybrid,Hybrid baseline,Q-002,facts_specifications,CM2000,0.2,0.2,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.38685280723454163,-0.11314719276545837,1,0,0.1,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.38685280723454163,-0.11314719276545837,1,0,0.06666666666666667,0.06666666666666667,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.38685280723454163,-0.11314719276545837,1,0,0.05,0.05,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.38685280723454163,-0.11314719276545837,1,0,0.04,0.04,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.38685280723454163,-0.11314719276545837,1,0,0.03333333333333333,0.03333333333333333,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.38685280723454163,-0.11314719276545837,1,0,0.02857142857142857,0.02857142857142857,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.38685280723454163,-0.11314719276545837,1,0,0.025,0.025,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.38685280723454163,-0.11314719276545837,1,0,0.022222222222222223,0.022222222222222223,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.38685280723454163,-0.11314719276545837,1,0,0.02,0.02,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.38685280723454163,-0.11314719276545837,1,0,0.01818181818181818,0.01818181818181818,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.38685280723454163,-0.11314719276545837,1,0,0.016666666666666666,0.016666666666666666,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.38685280723454163,-0.11314719276545837,1,0
baseline-generic-hybrid,Hybrid baseline,Q-003,setup_configuration,CM2000,0.4,0.4,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5307212739772434,0.4367467095119258,-0.09397456446531766,1,0,0.3,0.3,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6978817289434457,0.5780136823717548,-0.11986804657169092,1,0,0.2,0.2,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6978817289434457,0.5780136823717548,-0.11986804657169092,1,0,0.15,0.15,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6978817289434457,0.5780136823717548,-0.11986804657169092,1,0,0.12,0.12,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6978817289434457,0.5780136823717548,-0.11986804657169092,1,0,0.1,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6978817289434457,0.5780136823717548,-0.11986804657169092,1,0,0.08571428571428572,0.08571428571428572,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6978817289434457,0.5780136823717548,-0.11986804657169092,1,0,0.075,0.075,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6978817289434457,0.5780136823717548,-0.11986804657169092,1,0,0.06666666666666667,0.06666666666666667,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6978817289434457,0.5780136823717548,-0.11986804657169092,1,0,0.06,0.06,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6978817289434457,0.5780136823717548,-0.11986804657169092,1,0,0.05454545454545454,0.05454545454545454,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6978817289434457,0.5780136823717548,-0.11986804657169092,1,0,0.05,0.05,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6978817289434457,0.5780136823717548,-0.11986804657169092,1,0
baseline-generic-hybrid,Hybrid baseline,Q-004,setup_configuration,CM2000,0.2,0.4,0.2,1.0,1.0,0.0,1.0,1.0,0.0,0.46927872602275644,0.9197207891481876,0.4504420631254311,1,0,0.1,0.2,0.1,1.0,1.0,0.0,1.0,1.0,0.0,0.46927872602275644,0.9197207891481876,0.4504420631254311,1,0,0.13333333333333333,0.13333333333333333,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6001807161909536,0.9197207891481876,0.31954007295723397,1,0,0.15,0.1,-0.04999999999999999,1.0,1.0,0.0,1.0,1.0,0.0,0.7070215204527439,0.9197207891481876,0.21269926869544364,1,0,0.12,0.08,-0.039999999999999994,1.0,1.0,0.0,1.0,1.0,0.0,0.7070215204527439,0.9197207891481876,0.21269926869544364,1,0,0.1,0.06666666666666667,-0.03333333333333334,1.0,1.0,0.0,1.0,1.0,0.0,0.7070215204527439,0.9197207891481876,0.21269926869544364,1,0,0.08571428571428572,0.05714285714285714,-0.028571428571428574,1.0,1.0,0.0,1.0,1.0,0.0,0.7070215204527439,0.9197207891481876,0.21269926869544364,1,0,0.075,0.05,-0.024999999999999994,1.0,1.0,0.0,1.0,1.0,0.0,0.7070215204527439,0.9197207891481876,0.21269926869544364,1,0,0.06666666666666667,0.044444444444444446,-0.02222222222222222,1.0,1.0,0.0,1.0,1.0,0.0,0.7070215204527439,0.9197207891481876,0.21269926869544364,1,0,0.06,0.04,-0.019999999999999997,1.0,1.0,0.0,1.0,1.0,0.0,0.7070215204527439,0.9197207891481876,0.21269926869544364,1,0,0.05454545454545454,0.03636363636363636,-0.01818181818181818,1.0,1.0,0.0,1.0,1.0,0.0,0.7070215204527439,0.9197207891481876,0.21269926869544364,1,0,0.05,0.03333333333333333,-0.01666666666666667,1.0,1.0,0.0,1.0,1.0,0.0,0.7070215204527439,0.9197207891481876,0.21269926869544364,1,0
baseline-generic-hybrid,Hybrid baseline,Q-005,facts_specifications,CM2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.1,0.0,-0.1,1.0,0.0,-1.0,1.0,0.0,-1.0,0.15642624200758548,0.0,-0.15642624200758548,0,1,0.2,0.0,-0.2,1.0,0.0,-1.0,1.0,0.0,-1.0,0.3970017627059981,0.0,-0.3970017627059981,0,1,0.15,0.0,-0.15,1.0,0.0,-1.0,1.0,0.0,-1.0,0.3970017627059981,0.0,-0.3970017627059981,0,1,0.12,0.0,-0.12,1.0,0.0,-1.0,1.0,0.0,-1.0,0.3970017627059981,0.0,-0.3970017627059981,0,1,0.1,0.0,-0.1,1.0,0.0,-1.0,1.0,0.0,-1.0,0.3970017627059981,0.0,-0.3970017627059981,0,1,0.08571428571428572,0.0,-0.08571428571428572,1.0,0.0,-1.0,1.0,0.0,-1.0,0.3970017627059981,0.0,-0.3970017627059981,0,1,0.075,0.0,-0.075,1.0,0.0,-1.0,1.0,0.0,-1.0,0.3970017627059981,0.0,-0.3970017627059981,0,1,0.06666666666666667,0.0,-0.06666666666666667,1.0,0.0,-1.0,1.0,0.0,-1.0,0.3970017627059981,0.0,-0.3970017627059981,0,1,0.06,0.0,-0.06,1.0,0.0,-1.0,1.0,0.0,-1.0,0.3970017627059981,0.0,-0.3970017627059981,0,1,0.05454545454545454,0.0,-0.05454545454545454,1.0,0.0,-1.0,1.0,0.0,-1.0,0.3970017627059981,0.0,-0.3970017627059981,0,1,0.05,0.0,-0.05,1.0,0.0,-1.0,1.0,0.0,-1.0,0.3970017627059981,0.0,-0.3970017627059981,0,1
baseline-generic-hybrid,Hybrid baseline,Q-006,troubleshooting_diagnostics,CM2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.1,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.3562071871080222,0.3562071871080222,0,1,0.0,0.06666666666666667,0.06666666666666667,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.3562071871080222,0.3562071871080222,0,1,0.0,0.05,0.05,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.3562071871080222,0.3562071871080222,0,1,0.0,0.04,0.04,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.3562071871080222,0.3562071871080222,0,1,0.0,0.03333333333333333,0.03333333333333333,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.3562071871080222,0.3562071871080222,0,1,0.0,0.02857142857142857,0.02857142857142857,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.3562071871080222,0.3562071871080222,0,1,0.0,0.025,0.025,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.3562071871080222,0.3562071871080222,0,1,0.022222222222222223,0.022222222222222223,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1854490234153689,0.3562071871080222,0.1707581636926533,1,0,0.02,0.02,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1854490234153689,0.3562071871080222,0.1707581636926533,1,0,0.01818181818181818,0.01818181818181818,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1854490234153689,0.3562071871080222,0.1707581636926533,1,0,0.016666666666666666,0.016666666666666666,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1854490234153689,0.3562071871080222,0.1707581636926533,1,0
baseline-generic-hybrid,Hybrid baseline,Q-007,troubleshooting_diagnostics,CM2000,0.2,0.2,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6131471927654584,0.5,-0.11314719276545837,1,0,0.1,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6131471927654584,0.5,-0.11314719276545837,1,0,0.13333333333333333,0.06666666666666667,-0.06666666666666667,1.0,1.0,0.0,1.0,1.0,0.0,0.778842958530688,0.5,-0.27884295853068797,1,0,0.1,0.05,-0.05,1.0,1.0,0.0,1.0,1.0,0.0,0.778842958530688,0.5,-0.27884295853068797,1,0,0.08,0.04,-0.04,1.0,1.0,0.0,1.0,1.0,0.0,0.778842958530688,0.5,-0.27884295853068797,1,0,0.06666666666666667,0.03333333333333333,-0.03333333333333333,1.0,1.0,0.0,1.0,1.0,0.0,0.778842958530688,0.5,-0.27884295853068797,1,0,0.05714285714285714,0.02857142857142857,-0.02857142857142857,1.0,1.0,0.0,1.0,1.0,0.0,0.778842958530688,0.5,-0.27884295853068797,1,0,0.05,0.025,-0.025,1.0,1.0,0.0,1.0,1.0,0.0,0.778842958530688,0.5,-0.27884295853068797,1,0,0.044444444444444446,0.022222222222222223,-0.022222222222222223,1.0,1.0,0.0,1.0,1.0,0.0,0.778842958530688,0.5,-0.27884295853068797,1,0,0.04,0.02,-0.02,1.0,1.0,0.0,1.0,1.0,0.0,0.778842958530688,0.5,-0.27884295853068797,1,0,0.03636363636363636,0.01818181818181818,-0.01818181818181818,1.0,1.0,0.0,1.0,1.0,0.0,0.778842958530688,0.5,-0.27884295853068797,1,0,0.03333333333333333,0.016666666666666666,-0.016666666666666666,1.0,1.0,0.0,1.0,1.0,0.0,0.778842958530688,0.5,-0.27884295853068797,1,0
baseline-generic-hybrid,Hybrid baseline,Q-008,troubleshooting_diagnostics,CM2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.1,0.0,-0.1,1.0,0.0,-1.0,1.0,0.0,-1.0,0.17723928678404774,0.0,-0.17723928678404774,0,1,0.06666666666666667,0.06666666666666667,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.17723928678404774,0.27023815442731974,0.092998867643272,1,0,0.05,0.05,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.17723928678404774,0.27023815442731974,0.092998867643272,1,0,0.08,0.04,-0.04,1.0,1.0,0.0,1.0,1.0,0.0,0.3127845050703717,0.27023815442731974,-0.042546350643051956,1,0,0.06666666666666667,0.03333333333333333,-0.03333333333333333,1.0,1.0,0.0,1.0,1.0,0.0,0.3127845050703717,0.27023815442731974,-0.042546350643051956,1,0,0.05714285714285714,0.02857142857142857,-0.02857142857142857,1.0,1.0,0.0,1.0,1.0,0.0,0.3127845050703717,0.27023815442731974,-0.042546350643051956,1,0,0.05,0.025,-0.025,1.0,1.0,0.0,1.0,1.0,0.0,0.3127845050703717,0.27023815442731974,-0.042546350643051956,1,0,0.044444444444444446,0.022222222222222223,-0.022222222222222223,1.0,1.0,0.0,1.0,1.0,0.0,0.3127845050703717,0.27023815442731974,-0.042546350643051956,1,0,0.04,0.02,-0.02,1.0,1.0,0.0,1.0,1.0,0.0,0.3127845050703717,0.27023815442731974,-0.042546350643051956,1,0,0.03636363636363636,0.01818181818181818,-0.01818181818181818,1.0,1.0,0.0,1.0,1.0,0.0,0.3127845050703717,0.27023815442731974,-0.042546350643051956,1,0,0.03333333333333333,0.016666666666666666,-0.016666666666666666,1.0,1.0,0.0,1.0,1.0,0.0,0.3127845050703717,0.27023815442731974,-0.042546350643051956,1,0
baseline-generic-hybrid,Hybrid baseline,Q-009,facts_specifications,CM2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.1,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.19342640361727081,0.19342640361727081,0,1,0.0,0.06666666666666667,0.06666666666666667,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.19342640361727081,0.19342640361727081,0,1,0.05,0.1,0.05,1.0,1.0,0.0,1.0,1.0,0.0,0.24465054211822604,0.3377667179999921,0.09311617588176604,1,0,0.04,0.08,0.04,1.0,1.0,0.0,1.0,1.0,0.0,0.24465054211822604,0.3377667179999921,0.09311617588176604,1,0,0.03333333333333333,0.06666666666666667,0.03333333333333333,1.0,1.0,0.0,1.0,1.0,0.0,0.24465054211822604,0.3377667179999921,0.09311617588176604,1,0,0.02857142857142857,0.05714285714285714,0.02857142857142857,1.0,1.0,0.0,1.0,1.0,0.0,0.24465054211822604,0.3377667179999921,0.09311617588176604,1,0,0.025,0.05,0.025,1.0,1.0,0.0,1.0,1.0,0.0,0.24465054211822604,0.3377667179999921,0.09311617588176604,1,0,0.022222222222222223,0.044444444444444446,0.022222222222222223,1.0,1.0,0.0,1.0,1.0,0.0,0.24465054211822604,0.3377667179999921,0.09311617588176604,1,0,0.02,0.04,0.02,1.0,1.0,0.0,1.0,1.0,0.0,0.24465054211822604,0.3377667179999921,0.09311617588176604,1,0,0.01818181818181818,0.03636363636363636,0.01818181818181818,1.0,1.0,0.0,1.0,1.0,0.0,0.24465054211822604,0.3377667179999921,0.09311617588176604,1,0,0.016666666666666666,0.03333333333333333,0.016666666666666666,1.0,1.0,0.0,1.0,1.0,0.0,0.24465054211822604,0.3377667179999921,0.09311617588176604,1,0
baseline-generic-hybrid,Hybrid baseline,Q-010,setup_configuration,LM1200,0.2,0.2,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6309297535714575,-0.36907024642854247,1,0,0.1,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6309297535714575,-0.36907024642854247,1,0,0.06666666666666667,0.06666666666666667,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6309297535714575,-0.36907024642854247,1,0,0.05,0.05,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6309297535714575,-0.36907024642854247,1,0,0.04,0.04,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6309297535714575,-0.36907024642854247,1,0,0.03333333333333333,0.03333333333333333,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6309297535714575,-0.36907024642854247,1,0,0.02857142857142857,0.02857142857142857,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6309297535714575,-0.36907024642854247,1,0,0.025,0.025,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6309297535714575,-0.36907024642854247,1,0,0.022222222222222223,0.022222222222222223,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6309297535714575,-0.36907024642854247,1,0,0.02,0.02,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6309297535714575,-0.36907024642854247,1,0,0.01818181818181818,0.01818181818181818,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6309297535714575,-0.36907024642854247,1,0,0.016666666666666666,0.016666666666666666,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6309297535714575,-0.36907024642854247,1,0
